winner_name_raw,loser_name_raw,winner_school_raw,loser_school_raw,winner_class_year_raw,loser_class_year_raw,weight_class,victory_type,round_label,round_sort_key,level,event_name,event_series_name,event_type,event_id_external,date_start_raw,date_end_raw,occurred_at,source_match_id,extraction_confidence,score,time_seconds
Brody Conley,Ronald Dimmerling,West Virginia,Cleveland State,So.,So.,174,Fall,,,Varsity,vs. West Virginia,Dual,dual,7466031132,202311121300,202311121300,1699794000000,47452044132,1.0,,124
Dennis Robin,Joey Lyons,West Virginia,Cleveland State,Sr.,Sr.,184,Major Decision,,,Varsity,vs. West Virginia,Dual,dual,7466031132,202311121300,202311121300,1699794000000,47452045132,1.0,10-2,
Benjamin Smith,Austin Cooley,Cleveland State,West Virginia,RS So.,RS Fr.,197,Decision,,,Varsity,vs. West Virginia,Dual,dual,7466031132,202311121300,202311121300,1699794000000,47452046132,1.0,8-7,
Daniel  Bucknavich,Michael Wolfgram,Cleveland State,West Virginia,Sr.,RS Sr.,285,Sudden Victory - 1,,,Varsity,vs. West Virginia,Dual,dual,7466031132,202311121300,202311121300,1699794000000,47452047132,1.0,4-1,
Logan Agin,Nick Molchak,Duke,Cleveland State,Sr.,So.,125,Major Decision,,,Varsity,vs. Duke,Dual,dual,7521962132,202311121300,202311121300,1699794000000,47993681132,1.0,15-1,
Jake Manley,Raymond  Adams,Cleveland State,Duke,Sr.,Fr.,133,Major Decision,,,Varsity,vs. Duke,Dual,dual,7521962132,202311121300,202311121300,1699794000000,47993682132,1.0,18-4,
Dylan Layton,Peter Chacon,Cleveland State,Duke,So.,Fr.,141,Fall,,,Varsity,vs. Duke,Dual,dual,7521962132,202311121300,202311121300,1699794000000,47993683132,1.0,,159
Logan  Ferrero,Shane Heil,Duke,Cleveland State,Sr.,Sr.,157,Decision,,,Varsity,vs. Duke,Dual,dual,7521962132,202311121300,202311121300,1699794000000,47993685132,1.0,5-4,
Gaetano  Console,Daniel Patten,Duke,Cleveland State,So.,Sr.,165,Decision,,,Varsity,vs. Duke,Dual,dual,7521962132,202311121300,202311121300,1699794000000,47993686132,1.0,2-0,
Jack Wimmer,Ronald Dimmerling,Duke,Cleveland State,Sr.,So.,174,Decision,,,Varsity,vs. Duke,Dual,dual,7521962132,202311121300,202311121300,1699794000000,47993687132,1.0,4-1,
Conor  Becker,Joey Lyons,Duke,Cleveland State,Sr.,Sr.,184,Decision,,,Varsity,vs. Duke,Dual,dual,7521962132,202311121300,202311121300,1699794000000,47993688132,1.0,7-2,
Benjamin Smith,Kwasi  Bonsu,Cleveland State,Duke,RS So.,Fr.,197,Decision,,,Varsity,vs. Duke,Dual,dual,7521962132,202311121300,202311121300,1699794000000,47993689132,1.0,13-11,
Daniel  Bucknavich,Connor Barket,Cleveland State,Duke,Sr.,So.,285,Decision,,,Varsity,vs. Duke,Dual,dual,7521962132,202311121300,202311121300,1699794000000,47993690132,1.0,5-1,
Shamil Kalmatov,Nick Molchak,American,Cleveland State,Jr.,So.,125,Decision,,,Varsity,Navy Classic,Navy Classic,tournament,7432547132,20231118,20231118,1700265600000,48443447132,1.0,10-3,
Nick Molchak,Grayson McLellan,Cleveland State,Bucknell,So.,So.,125,Major Decision,,,Varsity,Navy Classic,Navy Classic,tournament,7432547132,20231118,20231118,1700265600000,48443578132,1.0,11-0,
Bronson Garber,Nick Molchak,Bloomsburg,Cleveland State,RS Sr.,So.,125,Decision,,,Varsity,Navy Classic,Navy Classic,tournament,7432547132,20231118,20231118,1700265600000,48443611132,1.0,10-3,
Nick Molchak,Owen Bell,Cleveland State,Bucknell,So.,Fr.,125,Major Decision,,,Varsity,Navy Classic,Navy Classic,tournament,7432547132,20231118,20231118,1700265600000,48443645132,1.0,11-2,
Nick Molchak,Eamonn Jimenez,Cleveland State,Edinboro,So.,So.,125,Fall,,,Varsity,Navy Classic,Navy Classic,tournament,7432547132,20231118,20231118,1700265600000,48443649132,1.0,,366
Pablo Castro,Canyon Wells,Kent State,Cleveland State,So.,Sr.,133,Decision,,,Varsity,Navy Classic,Navy Classic,tournament,7432547132,20231118,20231118,1700265600000,48443343132,1.0,2-0,
Kurt Phipps,Canyon Wells,Bucknell,Cleveland State,Sr.,Sr.,133,Major Decision,,,Varsity,Navy Classic,Navy Classic,tournament,7432547132,20231118,20231118,1700265600000,48443555132,1.0,12-1,
Josh Koderhandt,Dylan Layton,Navy,Cleveland State,Jr.,So.,141,Decision,,,Varsity,Navy Classic,Navy Classic,tournament,7432547132,20231118,20231118,1700265600000,48443453132,1.0,9-3,
Dylan Layton,Garrett Kuchan,Cleveland State,Air Force,So.,Sr.,141,Fall,,,Varsity,Navy Classic,Navy Classic,tournament,7432547132,20231118,20231118,1700265600000,48443503132,1.0,,72
Dylan Layton,Anthony Ferraro,Cleveland State,Edinboro,So.,Fr.,141,Decision,,,Varsity,Navy Classic,Navy Classic,tournament,7432547132,20231118,20231118,1700265600000,48443602132,1.0,13-6,
Tyler Vazquez,Michael Markulin,Princeton,Cleveland State,Fr.,So.,141,Technical Fall,,,Varsity,Navy Classic,Navy Classic,tournament,7432547132,20231118,20231118,1700265600000,48443455132,1.0,17-0,158
Dylan Layton,Jacob Silka,Cleveland State,The Citadel,So.,So.,141,Decision,,,Varsity,Navy Classic,Navy Classic,tournament,7432547132,20231118,20231118,1700265600000,48443328132,1.0,9-6,
Joshua Viarengo,Michael Markulin,Davidson,Cleveland State,Jr.,So.,141,Decision,,,Varsity,Navy Classic,Navy Classic,tournament,7432547132,20231118,20231118,1700265600000,48443546132,1.0,7-0,
Aiden Davis,Keith Ransom,Bucknell,Cleveland State,Fr.,So.,149,Fall,,,Varsity,Navy Classic,Navy Classic,tournament,7432547132,20231118,20231118,1700265600000,48443342132,1.0,,222
Nicholas Vafiadis,Keith Ransom,Navy,Cleveland State,RS Fr.,So.,149,Major Decision,,,Varsity,Navy Classic,Navy Classic,tournament,7432547132,20231118,20231118,1700265600000,48443595132,1.0,19-5,
Douglas Terry,Scott Robertson,Cleveland State,Nebraska,Sr.,Fr.,149,Major Decision,,,Varsity,Navy Classic,Navy Classic,tournament,7432547132,20231118,20231118,1700265600000,48443371132,1.0,18-7,
Nick Stonecheck,Douglas Terry,Lock Haven,Cleveland State,Jr.,Sr.,149,Decision,,,Varsity,Navy Classic,Navy Classic,tournament,7432547132,20231118,20231118,1700265600000,48443535132,1.0,13-6,
Aiden Davis,Douglas Terry,Bucknell,Cleveland State,Fr.,Sr.,149,Decision,,,Varsity,Navy Classic,Navy Classic,tournament,7432547132,20231118,20231118,1700265600000,48443559132,1.0,7-2,
Shane Heil,Eric Alderfer,Cleveland State,Lock Haven,Sr.,So.,157,Decision,,,Varsity,Navy Classic,Navy Classic,tournament,7432547132,20231118,20231118,1700265600000,48443355132,1.0,10-3,
Nick Delp,Shane Heil,Bucknell,Cleveland State,Sr.,Sr.,157,Fall,,,Varsity,Navy Classic,Navy Classic,tournament,7432547132,20231118,20231118,1700265600000,48443540132,1.0,,263
Dan Segura,Shane Heil,Ohio,Cleveland State,RS Jr.,Sr.,157,Major Decision,,,Varsity,Navy Classic,Navy Classic,tournament,7432547132,20231118,20231118,1700265600000,48443579132,1.0,13-4,
Antrell Taylor,Daniel Patten,Nebraska,Cleveland State,So.,Sr.,165,Technical Fall,,,Varsity,Navy Classic,Navy Classic,tournament,7432547132,20231118,20231118,1700265600000,48443397132,1.0,17-2,232
Tate Geiser,Benjy Haubert,Cleveland State,The Citadel,So.,Jr.,165,Sudden Victory - 1,,,Varsity,Navy Classic,Navy Classic,tournament,7432547132,20231118,20231118,1700265600000,48443388132,1.0,8-5,
Tate Geiser,Macon Myers,Cleveland State,Bloomsburg,So.,Fr.,165,Technical Fall,,,Varsity,Navy Classic,Navy Classic,tournament,7432547132,20231118,20231118,1700265600000,48443465132,1.0,21-6,324
Daniel Patten,Michael Duggan,Cleveland State,Bloomsburg,Sr.,Fr.,165,Decision,,,Varsity,Navy Classic,Navy Classic,tournament,7432547132,20231118,20231118,1700265600000,48443445132,1.0,9-7,
Joseph Arnold,Daniel Patten,Edinboro,Cleveland State,Jr.,Sr.,165,Decision,,,Varsity,Navy Classic,Navy Classic,tournament,7432547132,20231118,20231118,1700265600000,48443517132,1.0,7-3,
Avery Bassett,Tate Geiser,Lock Haven,Cleveland State,Jr.,So.,165,Fall,,,Varsity,Navy Classic,Navy Classic,tournament,7432547132,20231118,20231118,1700265600000,48443381132,1.0,,384
Tate Geiser,Blaine Bergey,Cleveland State,Princeton,So.,Jr.,165,Decision,,,Varsity,Navy Classic,Navy Classic,tournament,7432547132,20231118,20231118,1700265600000,48443521132,1.0,4-2,
Bubba Wilson,Tate Geiser,Nebraska,Cleveland State,RS Fr.,So.,165,Fall,,,Varsity,Navy Classic,Navy Classic,tournament,7432547132,20231118,20231118,1700265600000,48443591132,1.0,,147
Tate Geiser,Brett Barbush,Cleveland State,Lock Haven,So.,Fr.,165,Technical Fall,,,Varsity,Navy Classic,Navy Classic,tournament,7432547132,20231118,20231118,1700265600000,48443643132,1.0,23-7,263
Michael Squires,Ronald Dimmerling,Princeton,Cleveland State,Jr.,So.,174,Technical Fall,,,Varsity,Navy Classic,Navy Classic,tournament,7432547132,20231118,20231118,1700265600000,48443582132,1.0,15-0,161
Myles Takats,Ronald Dimmerling,Bucknell,Cleveland State,Fr.,So.,174,Major Decision,,,Varsity,Navy Classic,Navy Classic,tournament,7432547132,20231118,20231118,1700265600000,48443639132,1.0,14-1,
Cael Black,Joey Lyons,Lock Haven,Cleveland State,So.,Sr.,184,Decision,,,Varsity,Navy Classic,Navy Classic,tournament,7432547132,20231118,20231118,1700265600000,48443326132,1.0,7-3,
David Key,Joey Lyons,Navy,Cleveland State,Sr.,Sr.,184,Major Decision,,,Varsity,Navy Classic,Navy Classic,tournament,7432547132,20231118,20231118,1700265600000,48443539132,1.0,12-3,
Aidan Conner,Benjamin Smith,Princeton,Cleveland State,Sr.,RS So.,197,Decision,,,Varsity,Navy Classic,Navy Classic,tournament,7432547132,20231118,20231118,1700265600000,48443332132,1.0,4-1,
Luke Stout,Benjamin Smith,Princeton,Cleveland State,Jr.,RS So.,197,Decision,,,Varsity,Navy Classic,Navy Classic,tournament,7432547132,20231118,20231118,1700265600000,48443439132,1.0,8-2,
Benjamin Smith,Austin Starr,Cleveland State,Ohio,RS So.,So.,197,Decision,,,Varsity,Navy Classic,Navy Classic,tournament,7432547132,20231118,20231118,1700265600000,48443443132,1.0,10-8,
Benjamin Smith,Carsten Rawls,Cleveland State,American,RS So.,Jr.,197,Fall,,,Varsity,Navy Classic,Navy Classic,tournament,7432547132,20231118,20231118,1700265600000,48443635132,1.0,,39
Grady Griess,Daniel  Bucknavich,Navy,Cleveland State,Sr.,Sr.,285,Decision,,,Varsity,Navy Classic,Navy Classic,tournament,7432547132,20231118,20231118,1700265600000,48443345132,1.0,3-0,
Daniel  Bucknavich,Matthew Moore,Cleveland State,Nebraska,Sr.,Fr.,285,Decision,,,Varsity,Navy Classic,Navy Classic,tournament,7432547132,20231118,20231118,1700265600000,48443357132,1.0,2-0,
Daniel  Bucknavich,Jamier Ferere,Cleveland State,Navy,Sr.,So.,285,Fall,,,Varsity,Navy Classic,Navy Classic,tournament,7432547132,20231118,20231118,1700265600000,48443541132,1.0,,158
Daniel  Bucknavich,Brentan Simmerman,Cleveland State,Kent State,Sr.,Fr.,285,Decision,,,Varsity,Navy Classic,Navy Classic,tournament,7432547132,20231118,20231118,1700265600000,48443587132,1.0,5-0,
Daniel  Bucknavich,Logan Shephard,Cleveland State,Bucknell,Sr.,So.,285,Fall,,,Varsity,Navy Classic,Navy Classic,tournament,7432547132,20231118,20231118,1700265600000,48443644132,1.0,,122
Grady Griess,Mason Cover,Navy,Cleveland State,Sr.,Sr.,285,Major Decision,,,Varsity,Navy Classic,Navy Classic,tournament,7432547132,20231118,20231118,1700265600000,48443495132,1.0,14-1,
Matthew Moore,Mason Cover,Nebraska,Cleveland State,Fr.,Sr.,285,Decision,,,Varsity,Navy Classic,Navy Classic,tournament,7432547132,20231118,20231118,1700265600000,48443505132,1.0,9-3,
Ben Aranda,Ben Monn,Cleveland State,George Mason,Sr.,RS So.,125,Decision,,,Varsity,vs. George Mason,"George Mason, Davidson, & Cleveland State",tournament,7429816132,202312021330,202312021330,1701523800000,47279882132,1.0,4-1,
Shawn Nonaka,Canyon Wells,George Mason,Cleveland State,RS Jr.,Sr.,133,Decision,,,Varsity,vs. George Mason,"George Mason, Davidson, & Cleveland State",tournament,7429816132,202312021330,202312021330,1701523800000,47279883132,1.0,4-2,
Douglas Terry,Kaden Cassidy,Cleveland State,George Mason,Sr.,RS So.,149,Decision,,,Varsity,vs. George Mason,"George Mason, Davidson, & Cleveland State",tournament,7429816132,202312021330,202312021330,1701523800000,47279885132,1.0,9-4,
DJ Mcgee,Shane Heil,George Mason,Cleveland State,RS Fr.,Sr.,157,Decision,,,Varsity,vs. George Mason,"George Mason, Davidson, & Cleveland State",tournament,7429816132,202312021330,202312021330,1701523800000,47279886132,1.0,13-7,
Tate Geiser,Evan Maag,Cleveland State,George Mason,So.,RS Fr.,165,Decision,,,Varsity,vs. George Mason,"George Mason, Davidson, & Cleveland State",tournament,7429816132,202312021330,202312021330,1701523800000,47279887132,1.0,10-3,
Sean Coughlin,Gavin Ricketts,George Mason,Cleveland State,RS Fr.,Fr.,174,Decision,,,Varsity,vs. George Mason,"George Mason, Davidson, & Cleveland State",tournament,7429816132,202312021330,202312021330,1701523800000,47279888132,1.0,7-2,
Malachi DuVall,Joey Lyons,George Mason,Cleveland State,RS So.,Sr.,184,Decision,,,Varsity,vs. George Mason,"George Mason, Davidson, & Cleveland State",tournament,7429816132,202312021330,202312021330,1701523800000,47279889132,1.0,4-0,
Benjamin Smith,Ruben Karapetyan,Cleveland State,George Mason,RS So.,Fr.,197,Technical Fall,,,Varsity,vs. George Mason,"George Mason, Davidson, & Cleveland State",tournament,7429816132,202312021330,202312021330,1701523800000,47279890132,1.0,19-4,298
Chad Nix,Mason Cover,George Mason,Cleveland State,RS So.,Sr.,285,Technical Fall,,,Varsity,vs. George Mason,"George Mason, Davidson, & Cleveland State",tournament,7429816132,202312021330,202312021330,1701523800000,47279891132,1.0,17-1,300
Nick Molchak,Eamonn Jimenez,Cleveland State,Edinboro,So.,So.,125,Decision,,,Varsity,Cleveland State Open,Cleveland State Open,tournament,7590239132,20231209,20231209,1702080000000,50111300132,1.0,4-3,
Kaden Chinavare,Nick Molchak,Central Michigan,Cleveland State,Fr.,So.,125,Decision,,,Varsity,Cleveland State Open,Cleveland State Open,tournament,7590239132,20231209,20231209,1702080000000,50111506132,1.0,14-7,
Ben Aranda,Jordan Rodriguez,Cleveland State,Lake Erie,Sr.,Sr.,125,Technical Fall,,,Varsity,Cleveland State Open,Cleveland State Open,tournament,7590239132,20231209,20231209,1702080000000,50111370132,1.0,19-3,400
Charlie Farmer,Ben Aranda,Army West Point,Cleveland State,So.,Sr.,125,Decision,,,Varsity,Cleveland State Open,Cleveland State Open,tournament,7590239132,20231209,20231209,1702080000000,50111620132,1.0,7-2,
Ethan Berginc,Ben Aranda,Army West Point,Cleveland State,So.,Sr.,125,Major Decision,,,Varsity,Cleveland State Open,Cleveland State Open,tournament,7590239132,20231209,20231209,1702080000000,50111656132,1.0,15-2,
Nick Molchak,Caleb Edwards,Cleveland State,Edinboro,So.,Jr.,125,Decision,,,Varsity,Cleveland State Open,Cleveland State Open,tournament,7590239132,20231209,20231209,1702080000000,50111450132,1.0,4-1,
Andre Gonzales,Canyon Wells,Unattached,Cleveland State,,Sr.,133,Technical Fall,,,Varsity,Cleveland State Open,Cleveland State Open,tournament,7590239132,20231209,20231209,1702080000000,50111310132,1.0,19-4,378
Conor Collins,Canyon Wells,Army West Point,Cleveland State,Fr.,Sr.,133,Major Decision,,,Varsity,Cleveland State Open,Cleveland State Open,tournament,7590239132,20231209,20231209,1702080000000,50111457132,1.0,17-7,
Connor Saylor,Ryan Aquilani,Cleveland State,Kent State,Fr.,So.,141,Technical Fall,,,Varsity,Cleveland State Open,Cleveland State Open,tournament,7590239132,20231209,20231209,1702080000000,50111453132,1.0,18-2,233
Patrick Jordon,Connor Saylor,VMI,Cleveland State,Fr.,Fr.,141,Major Decision,,,Varsity,Cleveland State Open,Cleveland State Open,tournament,7590239132,20231209,20231209,1702080000000,50111379132,1.0,12-4,
Julian Sanchez,Michael Markulin,Army West Point,Cleveland State,Sr.,So.,141,Technical Fall,,,Varsity,Cleveland State Open,Cleveland State Open,tournament,7590239132,20231209,20231209,1702080000000,50111522132,1.0,22-6,363
Kaden Jett,Connor Saylor,Ohio,Cleveland State,Fr.,Fr.,141,Major Decision,,,Varsity,Cleveland State Open,Cleveland State Open,tournament,7590239132,20231209,20231209,1702080000000,50111520132,1.0,8-0,
Kolby McClain,Michael Markulin,Northwestern,Cleveland State,Fr.,So.,141,Fall,,,Varsity,Cleveland State Open,Cleveland State Open,tournament,7590239132,20231209,20231209,1702080000000,50111372132,1.0,,254
Brock Herman,Keith Ransom,Ohio State,Cleveland State,Fr.,So.,149,Technical Fall,,,Varsity,Cleveland State Open,Cleveland State Open,tournament,7590239132,20231209,20231209,1702080000000,50111382132,1.0,17-2,213
Jack Pletcher,Ethan Mitchell,Pittsburgh,Cleveland State,So.,Fr.,149,Major Decision,,,Varsity,Cleveland State Open,Cleveland State Open,tournament,7590239132,20231209,20231209,1702080000000,50111469132,1.0,11-2,
Douglas Terry,Matthew Williams,Cleveland State,Army West Point,Sr.,Sr.,149,Major Decision,,,Varsity,Cleveland State Open,Cleveland State Open,tournament,7590239132,20231209,20231209,1702080000000,50111670132,1.0,15-1,
Ryan Vigil,Keith Ransom,VMI,Cleveland State,So.,So.,149,Technical Fall,,,Varsity,Cleveland State Open,Cleveland State Open,tournament,7590239132,20231209,20231209,1702080000000,50111468132,1.0,19-3,394
Douglas Terry,Thomas  Deck,Cleveland State,Army West Point,Sr.,Sr.,149,Decision,,,Varsity,Cleveland State Open,Cleveland State Open,tournament,7590239132,20231209,20231209,1702080000000,50111389132,1.0,7-2,
Douglas Terry,Colin Roberts,Cleveland State,Edinboro,Sr.,RS So.,149,Decision,,,Varsity,Cleveland State Open,Cleveland State Open,tournament,7590239132,20231209,20231209,1702080000000,50111521132,1.0,6-4,
Douglas Terry,Sam Cartella,Cleveland State,Northwestern,Sr.,Fr.,149,Major Decision,,,Varsity,Cleveland State Open,Cleveland State Open,tournament,7590239132,20231209,20231209,1702080000000,50111631132,1.0,11-0,
Eric Doran,Ethan Mitchell,VMI,Cleveland State,Fr.,Fr.,149,Major Decision,,,Varsity,Cleveland State Open,Cleveland State Open,tournament,7590239132,20231209,20231209,1702080000000,50111318132,1.0,16-8,
Micah Hanau,Nick Abounader,Army West Point,Cleveland State,Fr.,So.,157,Major Decision,,,Varsity,Cleveland State Open,Cleveland State Open,tournament,7590239132,20231209,20231209,1702080000000,50111479132,1.0,17-3,
Ethan  Barr,AJ Parish,Kent State,Cleveland State,So.,Fr.,157,Fall,,,Varsity,Cleveland State Open,Cleveland State Open,tournament,7590239132,20231209,20231209,1702080000000,50111331132,1.0,,179
Shane Heil,Josh Yost,Cleveland State,VMI,Sr.,RS Fr.,157,Technical Fall,,,Varsity,Cleveland State Open,Cleveland State Open,tournament,7590239132,20231209,20231209,1702080000000,50111326132,1.0,16-1,208
Mason Shrader,Shane Heil,Central Michigan,Cleveland State,RS So.,Sr.,157,Fall,,,Varsity,Cleveland State Open,Cleveland State Open,tournament,7590239132,20231209,20231209,1702080000000,50111533132,1.0,,206
Shane Heil,Chandler Amaker,Cleveland State,Central Michigan,Sr.,RS So.,157,Fall,,,Varsity,Cleveland State Open,Cleveland State Open,tournament,7590239132,20231209,20231209,1702080000000,50111600132,1.0,,290
Shane Heil,Carson Miller,Cleveland State,Pittsburgh,Sr.,So.,157,Decision,,,Varsity,Cleveland State Open,Cleveland State Open,tournament,7590239132,20231209,20231209,1702080000000,50111639132,1.0,4-3,
Kolby Depron,Nick Abounader,Bucknell,Cleveland State,Jr.,So.,157,Fall,,,Varsity,Cleveland State Open,Cleveland State Open,tournament,7590239132,20231209,20231209,1702080000000,50111327132,1.0,,82
Nick Abounader,Pat Downing,Cleveland State,Ohio State,So.,Fr.,157,Technical Fall,,,Varsity,Cleveland State Open,Cleveland State Open,tournament,7590239132,20231209,20231209,1702080000000,50111399132,1.0,17-2,268
Dan Segura,AJ Parish,Ohio,Cleveland State,RS Jr.,Fr.,157,Technical Fall,,,Varsity,Cleveland State Open,Cleveland State Open,tournament,7590239132,20231209,20231209,1702080000000,50111398132,1.0,18-3,352
Shane Heil,Micah Hanau,Cleveland State,Army West Point,Sr.,Fr.,157,Major Decision,,,Varsity,Cleveland State Open,Cleveland State Open,tournament,7590239132,20231209,20231209,1702080000000,50111390132,1.0,12-2,
Shane Heil,Kolby Depron,Cleveland State,Bucknell,Sr.,Jr.,157,Decision,,,Varsity,Cleveland State Open,Cleveland State Open,tournament,7590239132,20231209,20231209,1702080000000,50111672132,1.0,12-11,
Brant Whitaker,Daniel Patten,Missouri,Cleveland State,RS So.,Sr.,165,Fall,,,Varsity,Cleveland State Open,Cleveland State Open,tournament,7590239132,20231209,20231209,1702080000000,50111540132,1.0,,73
Andrew Christie,Tate Geiser,Army West Point,Cleveland State,Fr.,So.,165,Decision,,,Varsity,Cleveland State Open,Cleveland State Open,tournament,7590239132,20231209,20231209,1702080000000,50111675132,1.0,6-1,
Tate Geiser,Luke  Hart,Cleveland State,VMI,So.,Jr.,165,Decision,,,Varsity,Cleveland State Open,Cleveland State Open,tournament,7590239132,20231209,20231209,1702080000000,50111408132,1.0,4-1,
Tate Geiser,Sean Degl,Cleveland State,Unattatched,So.,,165,Technical Fall,,,Varsity,Cleveland State Open,Cleveland State Open,tournament,7590239132,20231209,20231209,1702080000000,50111541132,1.0,21-5,350
Dalton Harkins,Tate Geiser,Army West Point,Cleveland State,Jr.,So.,165,Major Decision,,,Varsity,Cleveland State Open,Cleveland State Open,tournament,7590239132,20231209,20231209,1702080000000,50111638132,1.0,8-0,
Ronald Dimmerling,Kent McCombs,Cleveland State,Army West Point,So.,So.,174,Decision,,,Varsity,Cleveland State Open,Cleveland State Open,tournament,7590239132,20231209,20231209,1702080000000,50111484132,1.0,6-0,
Jeremy Olszko,Gavin Ricketts,Ohio,Cleveland State,Fr.,Fr.,174,Decision,,,Varsity,Cleveland State Open,Cleveland State Open,tournament,7590239132,20231209,20231209,1702080000000,50111555132,1.0,2-1,
Joseph Martin,DeAndre Nassar,Northwestern,Cleveland State,So.,RS Fr.,174,Decision,,,Varsity,Cleveland State Open,Cleveland State Open,tournament,7590239132,20231209,20231209,1702080000000,50111416132,1.0,9-3,
DeAndre Nassar,Hunter Hutcheson,Cleveland State,Edinboro,RS Fr.,Fr.,174,Decision,,,Varsity,Cleveland State Open,Cleveland State Open,tournament,7590239132,20231209,20231209,1702080000000,50111483132,1.0,8-2,
DeAndre Nassar,Ronald Dimmerling,Cleveland State,Cleveland State,RS Fr.,So.,174,Decision,,,Varsity,Cleveland State Open,Cleveland State Open,tournament,7590239132,20231209,20231209,1702080000000,50111551132,1.0,7-3,
Marty Larkin,Gavin Ricketts,Michigan State,Cleveland State,Sr.,Fr.,174,Major Decision,,,Varsity,Cleveland State Open,Cleveland State Open,tournament,7590239132,20231209,20231209,1702080000000,50111415132,1.0,9-1,
Gavin Ricketts,Derrick Andolsek,Cleveland State,University of Akron,Fr.,,174,Fall,,,Varsity,Cleveland State Open,Cleveland State Open,tournament,7590239132,20231209,20231209,1702080000000,50111481132,1.0,,175
David Ferrante,DeAndre Nassar,Northwestern,Cleveland State,Sr.,RS Fr.,174,Major Decision,,,Varsity,Cleveland State Open,Cleveland State Open,tournament,7590239132,20231209,20231209,1702080000000,50111603132,1.0,13-0,
Colin Fegley,Joey Lyons,Lock Haven,Cleveland State,RS Sr.,Sr.,184,Technical Fall,,,Varsity,Cleveland State Open,Cleveland State Open,tournament,7590239132,20231209,20231209,1702080000000,50111561132,1.0,16-1,420
De&apos;Alcapon Veazy,Joey Lyons,Ponderosa,Cleveland State,,Sr.,184,Decision,,,Varsity,Cleveland State Open,Cleveland State Open,tournament,7590239132,20231209,20231209,1702080000000,50111610132,1.0,8-3,
JR Reed,Eli Makel,Cleveland State,Edinboro,So.,Fr.,184,Technical Fall,,,Varsity,Cleveland State Open,Cleveland State Open,tournament,7590239132,20231209,20231209,1702080000000,50111345132,1.0,17-1,389
Jon Halvorsen,JR Reed,Northwestern,Cleveland State,RS Sr.,So.,184,Decision,,,Varsity,Cleveland State Open,Cleveland State Open,tournament,7590239132,20231209,20231209,1702080000000,50111429132,1.0,7-1,
Brody Evans,JR Reed,Edinboro,Cleveland State,Fr.,So.,184,Major Decision,,,Varsity,Cleveland State Open,Cleveland State Open,tournament,7590239132,20231209,20231209,1702080000000,50111554132,1.0,9-1,
Benjamin Smith,Jack Kilner,Cleveland State,Edinboro,RS So.,RS Jr.,197,Decision,,,Varsity,Cleveland State Open,Cleveland State Open,tournament,7590239132,20231209,20231209,1702080000000,50111432132,1.0,4-1,
Benjamin Smith,Cole Karpinski,Cleveland State,Army West Point,RS So.,So.,197,Major Decision,,,Varsity,Cleveland State Open,Cleveland State Open,tournament,7590239132,20231209,20231209,1702080000000,50111564132,1.0,15-4,
Benjamin Smith,Remy Cotton,Cleveland State,Michigan State,RS So.,Fr.,197,Major Decision,,,Varsity,Cleveland State Open,Cleveland State Open,tournament,7590239132,20231209,20231209,1702080000000,50111652132,1.0,18-9,
Benjamin Smith,Carter Blough,Cleveland State,Michigan State,RS So.,So.,197,Major Decision,,,Varsity,Cleveland State Open,Cleveland State Open,tournament,7590239132,20231209,20231209,1702080000000,50111673132,1.0,9-1,
Daniel  Bucknavich,Josh Boggan,Cleveland State,Kent State,Sr.,So.,285,Disqualified,,,Varsity,Cleveland State Open,Cleveland State Open,tournament,7590239132,20231209,20231209,1702080000000,50111436132,1.0,,
Daniel  Bucknavich,Caden Ferris,Cleveland State,Central Michigan,Sr.,RS Fr.,285,Decision,,,Varsity,Cleveland State Open,Cleveland State Open,tournament,7590239132,20231209,20231209,1702080000000,50111576132,1.0,2-1,
Daniel  Bucknavich,Lucas Stoddard,Cleveland State,Army West Point,Sr.,Fr.,285,Decision,,,Varsity,Cleveland State Open,Cleveland State Open,tournament,7590239132,20231209,20231209,1702080000000,50111679132,1.0,9-5,
Mason Cover,Tyson Carroll,Cleveland State,Spartan Combat RTC,Sr.,,285,Fall,,,Varsity,Cleveland State Open,Cleveland State Open,tournament,7590239132,20231209,20231209,1702080000000,50111352132,1.0,,353
Lucas Stoddard,Shane Cook,Army West Point,Cleveland State,Fr.,Fr.,285,Major Decision,,,Varsity,Cleveland State Open,Cleveland State Open,tournament,7590239132,20231209,20231209,1702080000000,50111441132,1.0,12-0,
Shane Cook,Caleb Rodriguez,Cleveland State,Unattached,Fr.,,285,Decision,,,Varsity,Cleveland State Open,Cleveland State Open,tournament,7590239132,20231209,20231209,1702080000000,50111574132,1.0,12-5,
Tristen Hitchcock,Shane Cook,Army West Point,Cleveland State,Fr.,Fr.,285,Decision,,,Varsity,Cleveland State Open,Cleveland State Open,tournament,7590239132,20231209,20231209,1702080000000,50111616132,1.0,7-2,
Mason Cover,Brentan Simmerman,Cleveland State,Kent State,Sr.,Fr.,285,Decision,,,Varsity,Cleveland State Open,Cleveland State Open,tournament,7590239132,20231209,20231209,1702080000000,50111448132,1.0,5-4,
Josh Boggan,Mason Cover,Kent State,Cleveland State,So.,Sr.,285,Medical Forfeit,,,Varsity,Cleveland State Open,Cleveland State Open,tournament,7590239132,20231209,20231209,1702080000000,50111580132,1.0,,
